sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
150000000306,PB,PRB,13,13,81923.56,6301.81,523.56,7000,0,74400,0,56,50,78812.61,1407.37,nao_eleito
150000000307,PB,PC do B,5,5,2110.56,422.11,673.56,1195,242,0,0,5,5,2110.56,422.11,nao_eleito
150000000308,PB,PC do B,3,3,1028.56,342.85,673.56,355,0,0,0,3,3,1023.56,341.19,nao_eleito
150000000321,PB,PRP,11,11,4395.5,399.59,2940.5,1425,0,30,0,11,11,4395.5,399.59,nao_eleito
150000000322,PB,PV,15,12,30564.5,2037.63,1630.5,6650,20000,2284,0,89,86,29988,336.94,nao_eleito
150000000323,PB,PPS,9,9,11893.5,1321.5,3917.5,0,0,7976,0,12,9,11591.5,965.96,nao_eleito
150000000324,PB,PTN,13,11,13460.5,1035.42,2110.5,8350,0,3000,0,18,17,13199.56,733.31,nao_eleito
150000000326,PB,PP,36,35,394023.56,10945.1,523.56,152500,126000,45000,70000,211,149,337665.75,1600.31,eleito
150000000329,PB,PMN,3,3,723.56,241.19,523.56,0,0,0,200,3,3,723.56,241.19,nao_eleito
150000000331,PB,PSC,25,23,333038.56,13321.54,7328.56,44460,210000,21250,50000,63,54,310521.26,4928.91,nao_eleito
150000000332,PB,PMN,28,16,9364.36,334.44,523.56,1770,2590,2909.8,1571,32,19,7765.81,242.68,nao_eleito
150000000333,PB,PMN,3,3,723.56,241.19,523.56,0,0,0,200,3,3,723.56,241.19,nao_eleito
150000000334,PB,PSC,8,8,6359.81,794.98,2429.81,0,0,3930,0,9,9,6359.81,706.65,nao_eleito
150000000343,PB,PMDB,70,70,38875.87,555.37,3618.57,19300,10427.3,5530,0,38,33,48240.44,1269.49,nao_eleito
150000000344,PB,PMDB,15,15,195673.56,13044.9,523.56,11050,45000,39100,100000,61,61,195465.88,3204.36,nao_eleito
150000000345,PB,PMDB,31,29,232134.36,7488.21,10301.56,86032,33800.8,60000,42000,57,55,224573.82,3939.89,eleito
150000000346,PB,PMDB,49,48,531400.93,10844.92,3523.36,243277.57,104600,180000,0,98,90,497856.63,5080.17,nao_eleito
150000000347,PB,PMDB,31,29,125703.65,4054.96,24118.56,35085.09,11000,55500,0,42,42,125703.65,2992.94,nao_eleito
150000000348,PB,PMDB,10,10,240223.56,24022.36,2523.56,50,3000,184650,50000,39,39,240211.07,6159.26,nao_eleito
150000000349,PB,PMDB,17,17,394691.9,23217.17,8791.9,26000,115000,94900,150000,69,63,389754.4,5648.61,eleito
150000000350,PB,PMDB,56,44,828802.93,14800.05,618.56,73704.37,597480,7000,150000,226,203,805671.59,3564.92,eleito
150000000351,PB,PMDB,28,24,472794.06,16885.5,36744.06,110500,65550,60000,200000,179,165,402839.73,2250.5,eleito
150000000385,PB,PRP,7,7,2201.5,314.5,1839.5,0,0,362,0,7,7,2201.5,314.5,nao_eleito
150000000386,PB,PV,5,5,1755.5,351.1,1755.5,0,0,0,0,5,5,1755.5,351.1,nao_eleito
150000000387,PB,PT,8,8,3513.56,439.19,683.56,2830,0,0,0,6,6,3513.56,585.59,nao_eleito
150000000388,PB,PT,33,14,13779.37,417.56,0,450,0,13329.37,0,34,16,13338.67,392.31,nao_eleito
150000000389,PB,PT,5,5,8383,1676.6,1533,200,0,0,6650,15,14,7383,492.2,nao_eleito
150000000392,PB,PT,41,38,78580.25,1916.59,523.56,47104,15502.69,15450,0,93,73,77506.76,833.41,nao_eleito
150000000393,PB,PT,7,7,9383.56,1340.51,1833.56,800,0,100,6650,16,16,9379.56,586.22,nao_eleito
150000000394,PB,PT,12,12,15848.56,1320.71,7323.56,8525,0,0,0,14,12,14647.9,1046.28,nao_eleito
150000000397,PB,PT,8,8,9733.56,1216.69,983.56,2100,0,0,6650,15,15,9723.56,648.24,nao_eleito
150000000400,PB,PHS,5,5,9121.78,1824.36,823.56,5400,0,2898.22,0,6,6,9121.78,1520.3,nao_eleito
150000000411,PB,PMDB,30,29,154354.56,5145.15,12354.56,142000,0,0,0,39,35,128273.4,3289.06,eleito
150000000414,PB,PMN,6,6,1288.13,214.69,773.56,157.57,0,157,200,5,5,1280.56,256.11,nao_eleito
150000000484,PB,PDT,9,9,26242.5,2915.83,11742.5,8700,0,5800,0,9,9,26142.5,2904.72,nao_eleito
150000000535,PB,PSDB,13,13,18240,1403.08,3100,0,0,15140,0,14,14,18223.66,1301.69,nao_eleito
150000000536,PB,PSB,18,18,41569.5,2309.42,5229.5,0,0,36340,0,22,22,41492,1886,nao_eleito
150000000537,PB,PDT,21,17,509150,24245.24,3150,107000,0,399000,0,349,298,423650.59,1213.9,eleito
150000000538,PB,PSDB,3,3,650,216.67,0,0,0,0,650,3,3,650,216.67,nao_eleito
150000000539,PB,DEM,41,40,257480,6280,35300,43300,70000,108880,0,65,61,227074.61,3493.46,eleito
150000000540,PB,DEM,25,24,133658,5346.32,2140.5,23820,347.5,107350,0,31,30,133602.27,4309.75,nao_eleito
150000000541,PB,PSB,17,17,11028.6,648.74,175,7150,0,3703.6,0,32,28,10942.6,341.96,nao_eleito
150000000542,PB,PDT,88,80,58715.5,667.22,1315.5,30400,2000,25000,0,35,33,50514.25,1443.26,nao_eleito
150000000543,PB,PSDB,6,6,10017.5,1669.58,1517.5,1000,0,0,7500,24,22,9951.25,414.64,nao_eleito
150000000544,PB,PSB,1,1,50000,50000,0,0,0,0,50000,33,32,101930.05,3088.79,nao_eleito
150000000547,PB,DEM,4,4,1598,399.5,1240.5,0,347.5,10,0,3,3,1588,529.33,nao_eleito
150000000549,PB,PSDB,12,11,67652.5,5637.71,1652.5,15000,0,51000,0,15,14,62629.24,4175.28,nao_eleito
150000000551,PB,PSDB,17,17,250220,14718.82,8320,18900,13000,180000,30000,195,130,232778.98,1193.74,eleito
150000000553,PB,PSB,15,14,7346.75,489.78,3931.75,2415,0,1000,0,10,10,7346.75,734.67,nao_eleito
150000000554,PB,PSDB,25,25,433864.42,17354.58,1150,79754.42,208250,44710,100000,214,203,418097.06,1953.72,eleito
150000000561,PB,PT,27,24,452039.09,16742.19,1323.56,27300,0,233415.53,190000,143,116,396549.09,2773.07,nao_eleito
150000000662,PB,PSB,11,11,4541.54,412.87,1379.5,1679.9,0,1482.14,0,12,12,4541.54,378.46,nao_eleito
160000000001,PR,PSB,10,10,31331.6,3133.16,18931.6,0,6400,6000,0,13,13,31331.6,2410.12,nao_eleito
160000000003,PR,PSB,4,4,5067.6,1266.9,5067.6,0,0,0,0,4,4,5067.6,1266.9,nao_eleito
160000000004,PR,PSB,41,37,145430.51,3547.09,15476.25,40795.09,72159.17,17000,0,153,131,135255.5,884.02,nao_eleito
160000000005,PR,PSB,4,4,3916.6,979.15,3916.6,0,0,0,0,5,5,3916.6,783.32,nao_eleito
160000000006,PR,PSB,2,2,1080,540,1080,0,0,0,0,2,2,1080,540,nao_eleito
160000000007,PR,PSB,26,24,41226.76,1585.64,7355,13700,4440,15731.76,0,62,59,41040.47,661.94,nao_eleito
160000000008,PR,PSB,7,7,5712.6,816.09,4881.6,0,300,531,0,8,8,5712.6,714.08,nao_eleito
160000000009,PR,PSB,4,4,5505,1376.25,4505,0,0,1000,0,15,13,5305,353.67,nao_eleito
160000000010,PR,PSB,6,6,7458.27,1243.05,5611.6,0,1846.67,0,0,7,7,7458.27,1065.47,nao_eleito
160000000011,PR,PSB,4,4,3916.6,979.15,3916.6,0,0,0,0,8,8,3916.6,489.57,nao_eleito
160000000012,PR,PSB,2,2,1080,540,1080,0,0,0,0,2,2,1080,540,nao_eleito
160000000013,PR,PSB,7,7,12066.5,1723.79,5067.5,0,1999,5000,0,14,13,11566.5,826.18,nao_eleito
160000000014,PR,PSB,11,10,95475,8679.55,4825,5000,0,85650,0,67,63,91675,1368.28,nao_eleito
160000000015,PR,PSB,6,6,5475,912.5,4790,0,0,685,0,7,7,5475,782.14,nao_eleito
160000000016,PR,PSB,16,16,104687.55,6542.97,5561.6,8100,88500,2525.95,0,52,49,103101.55,1982.72,nao_eleito
160000000017,PR,PSB,3,3,4500,1500,0,0,0,4500,0,8,8,4452.92,556.62,nao_eleito
160000000018,PR,PSB,6,6,6534.1,1089.02,6174.1,0,360,0,0,9,9,6534.1,726.01,nao_eleito
160000000019,PR,PSB,44,42,72437.14,1646.3,13805,42890,13742.14,2000,0,49,47,69037.17,1408.92,nao_eleito
160000000020,PR,PSB,13,13,25689.93,1976.15,13206.6,0,11833.33,650,0,15,15,25689.93,1712.66,nao_eleito
160000000022,PR,PSB,47,45,300626.83,6396.32,22998.26,117800,137248.57,22580,0,298,134,226771.97,760.98,nao_eleito
160000000023,PR,PSB,43,39,168610.76,3921.18,18536.6,11557.5,30996.66,107520,0,319,201,126137.66,395.42,eleito
160000000024,PR,PSB,8,8,9757.5,1219.69,5067.5,1200,0,3490,0,7,6,9176.34,1310.91,nao_eleito
160000000025,PR,PSB,34,34,347280,10214.12,11130,116200,114950,105000,0,310,288,328424.05,1059.43,nao_eleito
160000000026,PR,PSB,3,3,7925,2641.67,2825,5100,0,0,0,3,3,7925,2641.67,nao_eleito
160000000027,PR,PSB,4,4,5795,1448.75,5795,0,0,0,0,8,8,5795,724.38,nao_eleito
160000000028,PR,PSB,3,3,1580,526.67,1580,0,0,0,0,3,3,1580,526.67,nao_eleito
160000000029,PR,PSB,5,5,5077.94,1015.59,5067.5,0,0,10.44,0,20,20,5088.38,254.42,nao_eleito
160000000030,PR,PSB,6,6,6028.7,1004.78,4505,0,0,1523.7,0,14,12,5948.35,424.88,nao_eleito
160000000031,PR,PSB,2,2,1080,540,1080,0,0,0,0,2,2,1080,540,nao_eleito
160000000033,PR,PSB,8,8,17455,2181.88,3825,0,13630,0,0,18,18,17453.47,969.64,nao_eleito
160000000034,PR,PSB,5,5,4366.6,873.32,4366.6,0,0,0,0,15,15,4366.6,291.11,nao_eleito
160000000035,PR,PSB,17,17,24428.6,1436.98,3931.6,5808,0,14689,0,46,31,24287.95,528,nao_eleito
160000000207,PR,PV,4,4,1384.36,346.09,1384.36,0,0,0,0,4,4,1384.36,346.09,nao_eleito
160000000208,PR,PV,9,9,30270,3363.33,0,18770,0,11500,0,21,21,30270,1441.43,nao_eleito
160000000209,PR,PV,3,3,6500,2166.67,0,0,0,6500,0,47,34,5575,118.62,nao_eleito
160000000211,PR,PV,4,4,3727.75,931.94,0,0,0,3727.75,0,4,4,3727.75,931.94,nao_eleito
160000000212,PR,PV,4,4,60000,15000,0,0,60000,0,0,16,16,60000,3750,nao_eleito
160000000214,PR,PV,34,25,190565.21,5604.86,1740.71,2540,52984.5,133300,0,468,375,150695.23,322,nao_eleito
160000000215,PR,PV,16,15,157716.9,9857.31,1932.4,36000,17784.5,102000,0,108,105,156421.3,1448.35,eleito
160000000216,PR,PV,8,8,28999.9,3624.99,0,7000,4999.9,17000,0,50,39,26048.1,520.96,nao_eleito
160000000218,PR,PV,7,7,12178.75,1739.82,3928.75,0,8250,0,0,17,16,12004.75,706.16,nao_eleito
160000000219,PR,PV,3,3,1733.2,577.73,0,0,0,1733.2,0,6,6,1733.2,288.87,nao_eleito
160000000223,PR,PV,31,28,108250,3491.94,0,28800,77000,2450,0,68,49,100092.08,1471.94,nao_eleito
160000000224,PR,PV,4,4,290,72.5,0,0,0,290,0,13,13,288.65,22.2,nao_eleito
160000000225,PR,PV,8,8,8892.8,1111.6,1458.3,0,1134.5,6300,0,10,10,8780.8,878.08,nao_eleito
160000000226,PR,PV,18,17,28794.95,1599.72,0,2400,900,25494.95,0,134,98,28511.09,212.77,nao_eleito
160000000227,PR,PV,3,3,277.9,92.63,179.26,0,98.64,0,0,3,3,277.9,92.63,nao_eleito
160000000228,PR,PV,2,2,180,90,0,50,0,130,0,5,3,160,32,nao_eleito
160000000229,PR,PV,42,38,94906.2,2259.67,455.12,25560,37641.08,31250,0,89,79,81775.15,918.82,nao_eleito
160000000230,PR,PV,182,166,60677.71,333.39,2916.72,958.55,56529.54,272.9,0,182,166,56865.19,312.45,nao_eleito
160000000232,PR,PV,7,7,17850,2550,0,3000,0,14850,0,14,14,17850,1275,nao_eleito
160000000233,PR,PV,5,5,1667,333.4,0,0,0,1667,0,6,6,1667,277.83,nao_eleito
160000000234,PR,PV,3,3,11000,3666.67,5000,6000,0,0,0,50,41,8639.05,172.78,nao_eleito
160000000235,PR,PV,9,9,22100,2455.56,0,4300,15200,2600,0,51,35,18836.8,369.35,nao_eleito
160000000236,PR,PV,6,6,2875,479.17,0,1775,400,700,0,3,3,2875,958.33,nao_eleito
160000000237,PR,PV,34,31,69118.4,2032.89,6000,11908.4,30000,21210,0,239,123,50796.56,212.54,nao_eleito
160000000238,PR,PV,25,23,23357.55,934.3,1839.94,7650,984.5,12883.11,0,225,200,23160.72,102.94,nao_eleito
160000000239,PR,PV,1,1,5000,5000,0,0,5000,0,0,41,40,4995.5,121.84,nao_eleito
160000000240,PR,PV,2,2,5300,2650,0,0,0,300,5000,33,32,5172.85,156.75,nao_eleito
160000000241,PR,PV,5,5,2058,411.6,0,0,0,2058,0,7,7,2058,294,nao_eleito
160000000429,PR,PTB,7,7,6465,923.57,4505,0,0,1960,0,35,32,6167.25,176.21,nao_eleito
160000000431,PR,PTB,135,128,1219125,9030.56,27825,159300,852000,180000,0,2565,2493,1149159.8,448.02,eleito
160000000432,PR,PSL,4,4,3260,815,3260,0,0,0,0,22,22,3260,148.18,nao_eleito
160000000433,PR,PTB,15,15,25841.79,1722.79,5925,9306.79,3000,7610,0,30,27,24311.79,810.39,nao_eleito
160000000434,PR,PSL,3,3,2810,936.67,2810,0,0,0,0,5,5,2810,562,nao_eleito
160000000437,PR,PRP,29,28,87739.33,3025.49,26628.33,14000,36611,10500,0,71,60,91554.89,1289.51,nao_eleito
160000000438,PR,PSL,2,2,2310,1155,2310,0,0,0,0,4,4,1320,330,nao_eleito
160000000440,PR,PSL,3,3,2810,936.67,2810,0,0,0,0,3,3,2810,936.67,nao_eleito
160000000441,PR,PSL,5,5,3275,655,3260,0,0,15,0,9,9,3270,363.33,nao_eleito
160000000442,PR,PTB,5,5,17609,3521.8,5025,0,10000,2584,0,11,10,17597.85,1599.8,nao_eleito
160000000443,PR,PTB,11,11,17326,1575.09,10655,0,2171,4500,0,12,12,17326,1443.83,nao_eleito
160000000446,PR,PTB,5,5,9704,1940.8,5650,0,4054,0,0,5,5,9704,1940.8,nao_eleito
160000000447,PR,PTB,2,2,1130,565,1130,0,0,0,0,2,2,1130,565,nao_eleito
160000000448,PR,PTB,11,11,5345.99,486,1130,4215.99,0,0,0,11,11,5345.99,486,nao_eleito
160000000449,PR,PTB,3,3,4505,1501.67,4505,0,0,0,0,3,3,4505,1501.67,nao_eleito
160000000451,PR,PTB,23,19,137855,5993.7,3975,30000,6880,47000,50000,75,69,128937.78,1719.17,nao_eleito
160000000452,PR,PTN,5,5,2573,514.6,0,2020,0,553,0,5,5,2573,514.6,nao_eleito
160000000453,PR,PSL,3,3,2810,936.67,2810,0,0,0,0,3,3,2810,936.67,nao_eleito
160000000454,PR,PTN,1,1,630,630,630,0,0,0,0,1,1,630,630,nao_eleito
160000000455,PR,PTB,2,2,5350,2675,5350,0,0,0,0,2,2,5350,2675,nao_eleito
160000000555,PR,DEM,72,65,1813728.51,25190.67,11.48,146175,1175165.48,122376.55,370000,602,495,1578048.06,2621.34,eleito
160000000556,PR,PSDB,13,10,456200,35092.31,0,195000,100000,161200,0,701,188,258788.11,369.17,nao_eleito
160000000557,PR,PPS,8,8,30075,3759.38,10050,600,10000,9425,0,29,27,29760,1026.21,nao_eleito
160000000559,PR,PP,11,11,64255,5841.36,2255,12000,45000,5000,0,250,175,45176.8,180.71,nao_eleito
160000000560,PR,PPS,11,10,12468,1133.45,1130,660,0,10678,0,16,15,12348,771.75,nao_eleito
160000000561,PR,PRB,18,17,578358.66,32131.04,320713.33,22806,2300,2539.33,230000,138,110,534967.33,3876.57,nao_eleito
160000000562,PR,PSDB,20,20,37974,1898.7,6746,19013,5215,7000,0,45,40,35114.96,780.33,nao_eleito
160000000564,PR,PPS,41,38,535009.6,13049.01,50000,7300,398340,79369.6,0,426,380,513019.56,1204.27,eleito
160000000565,PR,PP,7,7,20475,2925,6775,8000,0,5700,0,30,28,20057.23,668.57,nao_eleito
160000000566,PR,PP,46,45,1085600,23600,215700,0,547500,192400,130000,494,475,977167.78,1978.07,eleito
160000000567,PR,PPS,5,5,6842.5,1368.5,3387.5,2275,0,1180,0,5,5,6842.5,1368.5,nao_eleito
160000000568,PR,DEM,95,86,1318773.09,13881.82,25980.39,49400,983315.32,77.37,260000.01,518,371,1207444.62,2330.97,eleito
160000000569,PR,PRB,6,6,6088.18,1014.7,4415,1673.18,0,0,0,11,9,5688.18,517.11,nao_eleito
160000000570,PR,PRB,7,7,9165.5,1309.36,7165.5,0,0,2000,0,14,12,8200.5,585.75,nao_eleito
160000000571,PR,PSDB,13,13,86082.06,6621.7,10050,25800,44000,6232.06,0,38,35,83850.06,2206.58,nao_eleito
160000000572,PR,PSDB,102,98,607279.75,5953.72,43450.58,109658.82,405170.35,49000,0,257,224,546015.55,2124.57,eleito
160000000573,PR,PRB,5,5,7022.7,1404.54,5067.5,0,0,1955.2,0,6,6,7022.7,1170.45,nao_eleito
160000000576,PR,PSDB,62,26,4212673.33,67946.34,2945,9800,2750928.33,1449000,0,4702,2966,2794306.12,594.28,eleito
160000000578,PR,PPS,17,15,2010652.5,118273.68,5000,14952.5,900560,1090140,0,1224,790,1606612.8,1312.59,nao_eleito
160000000579,PR,PPS,7,7,20720,2960,2500,0,800,17420,0,52,51,20320,390.77,nao_eleito
160000000580,PR,PSDB,13,13,9150,703.85,0,7950,0,1200,0,33,32,8850,268.18,nao_eleito
160000000581,PR,PRB,5,5,5567.5,1113.5,5567.5,0,0,0,0,18,18,5567.5,309.31,nao_eleito
160000000582,PR,PRB,5,5,6150,1230,5150,1000,0,0,0,11,11,6150,559.09,nao_eleito
160000000583,PR,DEM,69,62,360773.42,5228.6,15850,45100,176250,3573.42,120000,288,231,306506.64,1064.26,nao_eleito
160000000585,PR,PSDB,47,43,2440719.66,51930.21,6300,31000,1075419.66,3000,1325000,2105,1914,2257602.56,1072.5,eleito
160000000586,PR,DEM,37,28,667235.71,18033.4,15750,17016.3,114352,520117.41,0,564,452,585637.71,1038.36,nao_eleito
160000000587,PR,PSDB,27,23,321675,11913.89,15700,13375,100000,192600,0,236,213,285835,1211.17,nao_eleito
160000000588,PR,PRB,13,13,19189.4,1476.11,2825,2039,7950,6375.4,0,19,13,13838.35,728.33,nao_eleito
160000000590,PR,DEM,4,4,3437.5,859.38,3387.5,50,0,0,0,4,4,3437.5,859.38,nao_eleito
160000000591,PR,PP,220,199,1330251.43,6046.6,5550,79450,995472.68,0,249778.75,471,321,1290843.04,2740.64,eleito
160000000592,PR,PPS,3,3,3387.5,1129.17,3387.5,0,0,0,0,3,3,3387.5,1129.17,nao_eleito
160000000594,PR,PRB,5,5,5755,1151,4755,1000,0,0,0,8,8,5755,719.38,nao_eleito
160000000595,PR,PP,13,11,966812.43,74370.19,217950,0,539064.2,0,209798.23,76,71,966408.81,12715.91,eleito
160000000597,PR,PSDB,41,37,494921.66,12071.26,17500,45000,332421.66,0,100000,432,317,481557.85,1114.72,nao_eleito
160000000598,PR,PP,14,13,32274.95,2305.35,8754,4000,13998,5522.95,0,34,32,30472.95,896.26,nao_eleito
160000000599,PR,PPS,61,57,383340.26,6284.27,159048.4,93548,120743.86,10000,0,520,400,341004.87,655.78,eleito
160000000600,PR,PPS,47,46,238200,5068.09,15700,107700,99480,15320,0,334,291,215137.24,644.12,eleito
160000000602,PR,PSDB,5,5,4537.5,907.5,4537.5,0,0,0,0,5,5,4537.5,907.5,nao_eleito
160000000615,PR,PSOL,5,4,3250,650,0,950,0,2300,0,8,8,3250,406.25,nao_eleito
160000000617,PR,PSOL,2,2,304.8,152.4,0,100,0,204.8,0,1,1,304.8,304.8,nao_eleito
160000000620,PR,PSOL,4,4,1155,288.75,0,0,0,1155,0,6,6,1155,192.5,nao_eleito
160000000621,PR,PSOL,1,1,290.5,290.5,0,0,0,290.5,0,1,1,290.4,290.4,nao_eleito
160000000624,PR,PSOL,3,2,500,166.67,0,400,0,100,0,5,4,450,90,nao_eleito
160000000644,PR,PMN,5,5,3110,622,3010,0,0,100,0,6,6,3110,518.33,nao_eleito
160000000647,PR,PHS,3,3,1580,526.67,1580,0,0,0,0,3,3,1580,526.67,nao_eleito
160000000649,PR,PHS,3,3,1580,526.67,1580,0,0,0,0,3,3,1580,526.67,nao_eleito
160000000650,PR,PMN,1,1,500,500,0,0,0,0,500,1,1,500,500,nao_eleito
160000000651,PR,PHS,2,2,1130,565,1130,0,0,0,0,2,2,1130,565,nao_eleito
160000000652,PR,PHS,2,2,1130,565,1130,0,0,0,0,2,2,1130,565,nao_eleito
160000000654,PR,PMN,2,2,2310,1155,2310,0,0,0,0,3,3,2310,770,nao_eleito
160000000655,PR,PHS,14,14,11495.21,821.09,1130,6198,2000,2167.21,0,19,19,11495.21,605.01,nao_eleito
160000000656,PR,PMN,5,5,3810,762,3810,0,0,0,0,5,5,3810,762,nao_eleito
160000000657,PR,PMN,18,12,33210,1845,2310,6600,0,22300,2000,55,50,31959.5,581.08,nao_eleito
160000000658,PR,PHS,5,5,2180,436,1130,700,0,350,0,6,6,2180,363.33,nao_eleito
160000000660,PR,PMN,119,106,145551,1223.12,56710,64231,0,14860,9750,399,285,129229.21,323.88,nao_eleito
160000000661,PR,PHS,3,3,1580,526.67,1580,0,0,0,0,3,3,1580,526.67,nao_eleito
160000000662,PR,PTC,3,3,2330,776.67,2330,0,0,0,0,3,3,2330,776.67,nao_eleito
160000000663,PR,PTC,2,2,1130,565,1130,0,0,0,0,2,2,1130,565,nao_eleito
160000000666,PR,PMN,2,2,700,350,700,0,0,0,0,2,2,700,350,nao_eleito
160000000667,PR,PMN,2,2,5073.4,2536.7,0,0,0,5073.4,0,5,5,5057,1011.4,nao_eleito
160000000668,PR,PMN,4,4,3125,781.25,3125,0,0,0,0,4,4,3125,781.25,nao_eleito
160000000669,PR,PHS,3,3,1580,526.67,1580,0,0,0,0,3,3,1580,526.67,nao_eleito
160000000672,PR,PMN,2,2,750,375,250,0,0,0,500,2,2,750,375,nao_eleito
160000000673,PR,PHS,45,39,127351.7,2830.04,8975,17525,100577,274.7,0,149,97,112145.7,752.66,nao_eleito
160000000674,PR,PHS,9,9,13885.03,1542.78,1130,10200,2555.03,0,0,14,12,13858.03,989.86,nao_eleito
160000000676,PR,PMN,14,13,12878,919.86,0,78,0,12300,500,55,49,11891.12,216.2,nao_eleito
160000000677,PR,PSDC,22,22,44504,2022.91,12030,17600,8074,6800,0,36,34,42427,1178.53,nao_eleito
160000000679,PR,PMN,3,3,2875,958.33,2875,0,0,0,0,4,4,2875,718.75,nao_eleito
160000000680,PR,PTC,3,3,2810,936.67,2810,0,0,0,0,4,4,2810,702.5,nao_eleito
160000000682,PR,PTC,5,5,12000,2400,0,12000,0,0,0,27,22,9300,344.44,nao_eleito
160000000683,PR,PMN,2,2,2310,1155,2310,0,0,0,0,4,4,2310,577.5,nao_eleito
160000000684,PR,PHS,7,7,5165,737.86,2055,1380,0,1730,0,8,8,5165,645.62,nao_eleito
160000000685,PR,PMN,2,2,2310,1155,2310,0,0,0,0,3,3,2310,770,nao_eleito
160000000686,PR,PMN,4,4,1490,372.5,0,990,0,500,0,4,4,1164,291,nao_eleito
160000000687,PR,PMN,3,3,2610,870,2310,0,300,0,0,4,4,2610,652.5,nao_eleito
160000000690,PR,PMN,4,4,3325,831.25,3325,0,0,0,0,4,4,3325,831.25,nao_eleito
160000000691,PR,PMN,3,3,2875,958.33,2875,0,0,0,0,3,3,2875,958.33,nao_eleito
160000000788,PR,PSC,3,3,1550,516.67,0,1550,0,0,0,3,3,1550,516.67,nao_eleito
160000000789,PR,PSC,27,25,54355,2013.15,505,13850,28900,11100,0,47,35,45054.2,958.6,nao_eleito
160000000790,PR,PSC,96,39,2387504.67,24869.84,61372.51,1001500,704632.16,620000,0,1118,1071,2151961.37,1924.83,eleito
160000000791,PR,PSC,2,1,200,100,0,200,0,0,0,2,1,100,50,nao_eleito
160000000792,PR,PSC,77,47,3062019.25,39766.48,270,23200,116000,2922299.25,250,1891,1862,3028031.36,1601.29,eleito
160000000793,PR,PSC,8,8,6782,847.75,0,6572,210,0,0,15,15,6782,452.13,nao_eleito
160000000795,PR,PSC,5,5,4135,827,1300,375,2360,100,0,25,19,4071.69,162.87,nao_eleito
160000000797,PR,PSC,9,8,292050,32450,250,20000,21800,0,250000,133,119,257527.28,1936.3,eleito
160000000798,PR,PSC,10,9,23608,2360.8,0,19608,0,4000,0,29,28,22966.05,791.93,nao_eleito
160000000801,PR,PSC,1,1,580,580,0,0,580,0,0,1,1,580,580,nao_eleito
160000000803,PR,PSC,49,41,706460,14417.55,200,120760,557500,28000,0,225,194,625575,2780.33,eleito
160000000804,PR,PSC,5,5,900,180,0,500,0,400,0,4,4,900,225,nao_eleito
160000000805,PR,PSC,15,15,17011.71,1134.11,2500,9468,2750,2243.71,50,102,59,16510.01,161.86,nao_eleito
160000000806,PR,PSC,4,2,60100,15025,100,0,0,60000,0,19,16,59077.01,3109.32,nao_eleito
160000000807,PR,PSC,33,32,38797.78,1175.69,100,32797.78,0,5900,0,60,58,38097.78,634.96,nao_eleito
160000000808,PR,PSC,1,1,810,810,0,810,0,0,0,1,1,810,810,nao_eleito
160000000895,PR,PRTB,4,4,2368.23,592.06,2283.23,25,0,60,0,5,5,2368.23,473.65,nao_eleito
160000000922,PR,PMDB,9,8,42720,4746.67,0,0,0,42720,0,54,53,42580,788.52,nao_eleito
160000000923,PR,PR,57,39,578564.62,10150.26,0,27000,201564.62,0,350000,284,263,549761.93,1935.78,nao_eleito
160000000924,PR,PMDB,106,99,1028626,9704.02,22738.05,116510.31,600,888777.64,0,844,683,922306.18,1092.78,nao_eleito
160000000927,PR,PDT,10,9,26518.63,2651.86,15709.02,0,3000,2809.61,5000,26,22,24518.63,943.02,nao_eleito
160000000928,PR,PT,274,269,1334316.87,4869.77,40891.08,70965.4,327203,89007.39,806250,368,321,1033647.36,2808.82,eleito
160000000929,PR,PMDB,39,26,616004.42,15794.99,2424.75,35000,94162.84,484416.83,0,582,499,568694.14,977.14,eleito
160000000932,PR,PT,82,74,907340.36,11065.13,73298.67,406850,236901.69,290,190000,1222,1040,828092.38,677.65,eleito
160000000933,PR,PT,57,55,278708.5,4889.62,15945.52,92202.99,10000,63559.99,97000,121,112,267853.67,2213.67,eleito
160000000935,PR,PDT,12,9,7350,612.5,0,1400,0,5950,0,13,12,6344.2,488.02,nao_eleito
160000000937,PR,PT,2,2,17836.02,8918.01,17836.02,0,0,0,0,2,2,17836.02,8918.01,nao_eleito
160000000939,PR,PR,33,28,959499.16,29075.73,477,31600,357330,70092.16,500000,803,600,847674,1055.63,eleito
160000000940,PR,PT,99,91,1127026,11384.1,457967.76,18413.8,254700,294124.44,101820,449,398,1057854.6,2356.02,eleito
160000000941,PR,PC do B,584,562,184736.05,316.33,5000,102876.05,64860,12000,0,704,462,235118.06,333.97,nao_eleito
160000000942,PR,PR,9,7,563421.61,62602.4,0,0,0,113421.61,450000,761,619,531843.31,698.87,nao_eleito
160000000943,PR,PDT,5,5,518774.01,103754.8,16774.01,2000,0,500000,0,187,185,516881.01,2764.07,nao_eleito
160000000944,PR,PMDB,44,41,371383.59,8440.54,31232.7,60135,107980.89,22035,150000,580,345,305992.01,527.57,eleito
